project_id,reporting_month,anomaly_type,reason,method,anomaly_score
618339,2025-12,expenditure_progress_divergence,Expenditure 0.00 below expected 71.33 for progress 20.0%,rule_based,
618339,2026-01,expenditure_progress_divergence,Expenditure 0.00 below expected 71.33 for progress 20.0%,rule_based,
618339,2026-02,expenditure_progress_divergence,Expenditure 0.00 below expected 71.33 for progress 20.0%,rule_based,
618339,2026-03,expenditure_progress_divergence,Expenditure 0.00 below expected 72.93 for progress 20.45%,rule_based,
618339,2026-04,expenditure_progress_divergence,Expenditure 0.00 below expected 72.93 for progress 20.45%,rule_based,
618339,2026-05,expenditure_progress_divergence,Expenditure 0.00 below expected 72.93 for progress 20.45%,rule_based,
618340,2025-12,expenditure_progress_divergence,Expenditure 0.00 below expected 311.84 for progress 68.0%,rule_based,
618340,2026-01,expenditure_progress_divergence,Expenditure 0.00 below expected 311.84 for progress 68.0%,rule_based,
618351,2026-01,unusual_progress_velocity,Unusually fast progress: 79.0% in one month,rule_based,
618351,2026-02,unusual_progress_velocity,Unusually fast progress: 81.0% in one month,rule_based,
618351,2026-03,unusual_progress_velocity,Unusually fast progress: 81.9% in one month,rule_based,
618351,2026-04,unusual_progress_velocity,Unusually fast progress: 81.9% in one month,rule_based,
618351,2026-05,unusual_progress_velocity,Unusually fast progress: 90.5% in one month,rule_based,
618351,2026-06,unusual_progress_velocity,Unusually fast progress: 90.5% in one month,rule_based,
618351,2026-07,unusual_progress_velocity,Unusually fast progress: 90.5% in one month,rule_based,
618352,2026-01,unusual_progress_velocity,Unusually fast progress: 85.0% in one month,rule_based,
618352,2026-01,unusual_progress_velocity,Unusually fast progress: 85.0% in one month,rule_based,
618352,2026-02,unusual_progress_velocity,Unusually fast progress: 87.0% in one month,rule_based,
618352,2026-02,unusual_progress_velocity,Unusually fast progress: 87.0% in one month,rule_based,
618352,2026-03,unusual_progress_velocity,Unusually fast progress: 87.5% in one month,rule_based,
618352,2026-03,unusual_progress_velocity,Unusually fast progress: 87.5% in one month,rule_based,
618352,2026-04,unusual_progress_velocity,Unusually fast progress: 87.5% in one month,rule_based,
618352,2026-04,unusual_progress_velocity,Unusually fast progress: 87.5% in one month,rule_based,
618352,2026-05,unusual_progress_velocity,Unusually fast progress: 87.5% in one month,rule_based,
618352,2026-05,unusual_progress_velocity,Unusually fast progress: 87.5% in one month,rule_based,
618352,2026-06,unusual_progress_velocity,Unusually fast progress: 87.5% in one month,rule_based,
618352,2026-06,unusual_progress_velocity,Unusually fast progress: 87.5% in one month,rule_based,
618352,2026-07,unusual_progress_velocity,Unusually fast progress: 87.5% in one month,rule_based,
618352,2026-07,unusual_progress_velocity,Unusually fast progress: 87.5% in one month,rule_based,
618353,2026-01,unusual_progress_velocity,Unusually fast progress: 82.0% in one month,rule_based,
618353,2026-03,unusual_progress_velocity,Unusually fast progress: 85.2% in one month,rule_based,
618353,2026-04,unusual_progress_velocity,Unusually fast progress: 85.2% in one month,rule_based,
618353,2026-05,unusual_progress_velocity,Unusually fast progress: 85.2% in one month,rule_based,
618353,2026-06,unusual_progress_velocity,Unusually fast progress: 85.2% in one month,rule_based,
618353,2026-07,unusual_progress_velocity,Unusually fast progress: 85.2% in one month,rule_based,
618354,2025-12,expenditure_progress_divergence,Expenditure 0.00 below expected 601.24 for progress 71.0%,rule_based,
618354,2026-01,expenditure_progress_divergence,Expenditure 0.00 below expected 601.24 for progress 71.0%,rule_based,
618354,2026-02,expenditure_progress_divergence,Expenditure 0.00 below expected 601.24 for progress 71.0%,rule_based,
618354,2026-03,expenditure_progress_divergence,Expenditure 0.00 below expected 722.25 for progress 85.29%,rule_based,
618354,2026-04,expenditure_progress_divergence,Expenditure 0.00 below expected 722.25 for progress 85.29%,rule_based,
618354,2026-05,expenditure_progress_divergence,Expenditure 0.00 below expected 722.25 for progress 85.29%,rule_based,
618354,2026-06,expenditure_progress_divergence,Expenditure 0.00 below expected 765.19 for progress 90.36%,rule_based,
618371,2025-12,expenditure_progress_divergence,Expenditure 0.00 below expected 263.97 for progress 43.0%,rule_based,
618371,2026-03,unusual_progress_velocity,Unusually fast progress: 21.7% in one month,rule_based,
618371,2026-04,unusual_progress_velocity,Unusually fast progress: 22.1% in one month,rule_based,
618371,2026-05,expenditure_progress_divergence,Expenditure 260.02 below expected 521.68 for progress 84.98%,rule_based,
618371,2026-05,unusual_progress_velocity,Unusually fast progress: 29.0% in one month,rule_based,
618371,2026-06,unusual_progress_velocity,Unusually fast progress: 33.5% in one month,rule_based,
618371,2026-07,unusual_progress_velocity,Unusually fast progress: 33.5% in one month,rule_based,
618372,2025-12,expenditure_progress_divergence,Expenditure 0.00 below expected 909.02 for progress 100.0%,rule_based,
618372,2026-01,expenditure_progress_divergence,Expenditure 0.00 below expected 909.02 for progress 100.0%,rule_based,
618373,2025-12,expenditure_progress_divergence,Expenditure 0.00 below expected 3348.02 for progress 67.0%,rule_based,
618435,2026-02,unusual_progress_velocity,Unusually fast progress: 95.0% in one month,rule_based,
618435,2026-03,unusual_progress_velocity,Unusually fast progress: 97.1% in one month,rule_based,
618435,2026-04,unusual_progress_velocity,Unusually fast progress: 97.1% in one month,rule_based,
618435,2026-05,unusual_progress_velocity,Unusually fast progress: 97.1% in one month,rule_based,
618435,2026-06,unusual_progress_velocity,Unusually fast progress: 97.1% in one month,rule_based,
618436,2026-01,unusual_progress_velocity,Unusually fast progress: 100.0% in one month,rule_based,
618436,2026-02,unusual_progress_velocity,Unusually fast progress: 100.0% in one month,rule_based,
618436,2026-03,unusual_progress_velocity,Unusually fast progress: 100.0% in one month,rule_based,
618436,2026-04,unusual_progress_velocity,Unusually fast progress: 100.0% in one month,rule_based,
618436,2026-05,unusual_progress_velocity,Unusually fast progress: 100.0% in one month,rule_based,
618436,2026-06,unusual_progress_velocity,Unusually fast progress: 100.0% in one month,rule_based,
618436,2026-07,unusual_progress_velocity,Unusually fast progress: 100.0% in one month,rule_based,
618437,2025-12,expenditure_progress_divergence,Expenditure 0.00 below expected 274.34 for progress 100.0%,rule_based,
618437,2025-12,expenditure_progress_divergence,Expenditure 0.00 below expected 274.34 for progress 100.0%,rule_based,
618437,2026-01,expenditure_progress_divergence,Expenditure 0.00 below expected 274.34 for progress 100.0%,rule_based,
618437,2026-01,expenditure_progress_divergence,Expenditure 0.00 below expected 274.34 for progress 100.0%,rule_based,
618437,2026-02,expenditure_progress_divergence,Expenditure 0.00 below expected 274.34 for progress 100.0%,rule_based,
618437,2026-02,expenditure_progress_divergence,Expenditure 0.00 below expected 274.34 for progress 100.0%,rule_based,
618437,2026-03,expenditure_progress_divergence,Expenditure 90.60 below expected 274.34 for progress 100.0%,rule_based,
618437,2026-03,expenditure_progress_divergence,Expenditure 90.60 below expected 274.34 for progress 100.0%,rule_based,
618437,2026-04,expenditure_progress_divergence,Expenditure 90.60 below expected 274.34 for progress 100.0%,rule_based,
618437,2026-04,expenditure_progress_divergence,Expenditure 90.60 below expected 274.34 for progress 100.0%,rule_based,
618437,2026-05,expenditure_progress_divergence,Expenditure 93.43 below expected 274.34 for progress 100.0%,rule_based,
618437,2026-05,expenditure_progress_divergence,Expenditure 93.43 below expected 274.34 for progress 100.0%,rule_based,
618437,2026-06,expenditure_progress_divergence,Expenditure 96.67 below expected 274.34 for progress 100.0%,rule_based,
618437,2026-06,expenditure_progress_divergence,Expenditure 96.67 below expected 274.34 for progress 100.0%,rule_based,
618437,2026-07,expenditure_progress_divergence,Expenditure 116.66 below expected 274.34 for progress 100.0%,rule_based,
618437,2026-07,expenditure_progress_divergence,Expenditure 116.66 below expected 274.34 for progress 100.0%,rule_based,
618438,2026-03,expenditure_progress_divergence,Expenditure 145.89 below expected 385.57 for progress 100.0%,rule_based,
618438,2026-03,unusual_progress_velocity,Unusually fast progress: 100.0% in one month,rule_based,
618438,2026-04,expenditure_progress_divergence,Expenditure 145.89 below expected 385.57 for progress 100.0%,rule_based,
618438,2026-04,unusual_progress_velocity,Unusually fast progress: 100.0% in one month,rule_based,
618438,2026-05,expenditure_progress_divergence,Expenditure 145.89 below expected 385.57 for progress 100.0%,rule_based,
618438,2026-05,unusual_progress_velocity,Unusually fast progress: 100.0% in one month,rule_based,
618438,2026-06,expenditure_progress_divergence,Expenditure 685.73 exceeds expected 385.57 for progress 100.0%,rule_based,
618438,2026-06,unusual_progress_velocity,Unusually fast progress: 100.0% in one month,rule_based,
618438,2026-07,expenditure_progress_divergence,Expenditure 680.44 exceeds expected 385.57 for progress 100.0%,rule_based,
618438,2026-07,unusual_progress_velocity,Unusually fast progress: 100.0% in one month,rule_based,
618439,2026-02,expenditure_progress_divergence,Expenditure 0.00 below expected 459.17 for progress 96.0%,rule_based,
618439,2026-02,unusual_progress_velocity,Unusually fast progress: 96.0% in one month,rule_based,
618439,2026-02,expenditure_progress_divergence,Expenditure 0.00 below expected 459.17 for progress 96.0%,rule_based,
618439,2026-02,unusual_progress_velocity,Unusually fast progress: 96.0% in one month,rule_based,
618439,2026-03,expenditure_progress_divergence,Expenditure 0.00 below expected 462.95 for progress 96.79%,rule_based,
618439,2026-03,unusual_progress_velocity,Unusually fast progress: 96.8% in one month,rule_based,
618439,2026-03,expenditure_progress_divergence,Expenditure 0.00 below expected 462.95 for progress 96.79%,rule_based,
618439,2026-03,unusual_progress_velocity,Unusually fast progress: 96.8% in one month,rule_based,
618439,2026-04,expenditure_progress_divergence,Expenditure 0.00 below expected 462.95 for progress 96.79%,rule_based,
618439,2026-04,unusual_progress_velocity,Unusually fast progress: 96.8% in one month,rule_based,
618439,2026-04,expenditure_progress_divergence,Expenditure 0.00 below expected 462.95 for progress 96.79%,rule_based,
618439,2026-04,unusual_progress_velocity,Unusually fast progress: 96.8% in one month,rule_based,
618439,2026-05,expenditure_progress_divergence,Expenditure 0.00 below expected 462.95 for progress 96.79%,rule_based,
618439,2026-05,unusual_progress_velocity,Unusually fast progress: 96.8% in one month,rule_based,
618439,2026-05,expenditure_progress_divergence,Expenditure 0.00 below expected 462.95 for progress 96.79%,rule_based,
618439,2026-05,unusual_progress_velocity,Unusually fast progress: 96.8% in one month,rule_based,
618439,2026-06,expenditure_progress_divergence,Expenditure 0.00 below expected 462.95 for progress 96.79%,rule_based,
618439,2026-06,unusual_progress_velocity,Unusually fast progress: 96.8% in one month,rule_based,
618439,2026-06,expenditure_progress_divergence,Expenditure 0.00 below expected 462.95 for progress 96.79%,rule_based,
618439,2026-06,unusual_progress_velocity,Unusually fast progress: 96.8% in one month,rule_based,
618440,2026-06,expenditure_progress_divergence,Expenditure 0.00 below expected 58.32 for progress 58.19%,rule_based,
618440,2026-06,unusual_progress_velocity,Unusually fast progress: 58.2% in one month,rule_based,
618440,2026-06,expenditure_progress_divergence,Expenditure 0.00 below expected 58.32 for progress 58.19%,rule_based,
618440,2026-06,unusual_progress_velocity,Unusually fast progress: 58.2% in one month,rule_based,
618440,2026-07,expenditure_progress_divergence,Expenditure 16.71 below expected 58.32 for progress 58.19%,rule_based,
618440,2026-07,unusual_progress_velocity,Unusually fast progress: 58.2% in one month,rule_based,
618440,2026-07,expenditure_progress_divergence,Expenditure 16.71 below expected 58.32 for progress 58.19%,rule_based,
618440,2026-07,unusual_progress_velocity,Unusually fast progress: 58.2% in one month,rule_based,
618441,2025-12,expenditure_progress_divergence,Expenditure 72.13 exceeds expected 0.00 for progress 0.0%,rule_based,
618441,2025-12,expenditure_progress_divergence,Expenditure 72.13 exceeds expected 0.00 for progress 0.0%,rule_based,
618441,2026-01,expenditure_progress_divergence,Expenditure 72.13 exceeds expected 0.00 for progress 0.0%,rule_based,
618441,2026-01,expenditure_progress_divergence,Expenditure 72.13 exceeds expected 0.00 for progress 0.0%,rule_based,
618441,2026-02,expenditure_progress_divergence,Expenditure 72.13 exceeds expected 0.00 for progress 0.0%,rule_based,
618441,2026-02,expenditure_progress_divergence,Expenditure 72.13 exceeds expected 0.00 for progress 0.0%,rule_based,
618441,2026-03,expenditure_progress_divergence,Expenditure 72.13 exceeds expected 0.00 for progress 0.0%,rule_based,
618441,2026-03,expenditure_progress_divergence,Expenditure 72.13 exceeds expected 0.00 for progress 0.0%,rule_based,
618441,2026-04,expenditure_progress_divergence,Expenditure 72.13 exceeds expected 0.00 for progress 0.0%,rule_based,
618441,2026-04,expenditure_progress_divergence,Expenditure 72.13 exceeds expected 0.00 for progress 0.0%,rule_based,
618441,2026-05,expenditure_progress_divergence,Expenditure 72.13 exceeds expected 0.00 for progress 0.0%,rule_based,
618441,2026-05,expenditure_progress_divergence,Expenditure 72.13 exceeds expected 0.00 for progress 0.0%,rule_based,
618441,2026-06,expenditure_progress_divergence,Expenditure 0.00 below expected 416.13 for progress 87.33%,rule_based,
618441,2026-06,unusual_progress_velocity,Unusually fast progress: 87.3% in one month,rule_based,
618441,2026-06,expenditure_progress_divergence,Expenditure 0.00 below expected 416.13 for progress 87.33%,rule_based,
618441,2026-06,unusual_progress_velocity,Unusually fast progress: 87.3% in one month,rule_based,
618441,2026-07,expenditure_progress_divergence,Expenditure 97.88 below expected 416.13 for progress 87.33%,rule_based,
618441,2026-07,unusual_progress_velocity,Unusually fast progress: 87.3% in one month,rule_based,
618441,2026-07,expenditure_progress_divergence,Expenditure 97.88 below expected 416.13 for progress 87.33%,rule_based,
618441,2026-07,unusual_progress_velocity,Unusually fast progress: 87.3% in one month,rule_based,
618442,2026-01,expenditure_progress_divergence,Expenditure 0.00 below expected 351.55 for progress 98.0%,rule_based,
618442,2026-02,expenditure_progress_divergence,Expenditure 0.07 below expected 355.13 for progress 99.0%,rule_based,
618442,2026-03,expenditure_progress_divergence,Expenditure 0.07 below expected 355.31 for progress 99.05%,rule_based,
618442,2026-04,expenditure_progress_divergence,Expenditure 0.07 below expected 355.31 for progress 99.05%,rule_based,
618442,2026-05,expenditure_progress_divergence,Expenditure 0.07 below expected 355.31 for progress 99.05%,rule_based,
618442,2026-07,expenditure_progress_divergence,Expenditure 100.40 below expected 358.72 for progress 100.0%,rule_based,
618443,2026-01,expenditure_progress_divergence,Expenditure 0.00 below expected 416.52 for progress 95.0%,rule_based,
618443,2026-02,expenditure_progress_divergence,Expenditure 0.00 below expected 416.52 for progress 95.0%,rule_based,
618443,2026-03,expenditure_progress_divergence,Expenditure 0.00 below expected 420.29 for progress 95.86%,rule_based,
618443,2026-04,expenditure_progress_divergence,Expenditure 0.00 below expected 420.29 for progress 95.86%,rule_based,
618443,2026-05,expenditure_progress_divergence,Expenditure 0.00 below expected 420.29 for progress 95.86%,rule_based,
618443,2026-06,expenditure_progress_divergence,Expenditure 0.00 below expected 420.29 for progress 95.86%,rule_based,
618444,2026-01,expenditure_progress_divergence,Expenditure 0.00 below expected 262.27 for progress 94.0%,rule_based,
618444,2026-02,expenditure_progress_divergence,Expenditure 0.00 below expected 262.27 for progress 94.0%,rule_based,
618444,2026-03,expenditure_progress_divergence,Expenditure 0.00 below expected 264.31 for progress 94.73%,rule_based,
618444,2026-04,expenditure_progress_divergence,Expenditure 0.00 below expected 264.31 for progress 94.73%,rule_based,
618444,2026-05,expenditure_progress_divergence,Expenditure 0.00 below expected 264.31 for progress 94.73%,rule_based,
618444,2026-06,expenditure_progress_divergence,Expenditure 398.54 exceeds expected 264.31 for progress 94.73%,rule_based,
618454,2026-02,expenditure_progress_divergence,Expenditure 37.60 below expected 645.39 for progress 93.0%,rule_based,
618454,2026-02,unusual_progress_velocity,Unusually fast progress: 93.0% in one month,rule_based,
618454,2026-03,expenditure_progress_divergence,Expenditure 37.60 below expected 646.99 for progress 93.23%,rule_based,
618454,2026-03,unusual_progress_velocity,Unusually fast progress: 93.2% in one month,rule_based,
618454,2026-04,expenditure_progress_divergence,Expenditure 37.60 below expected 646.99 for progress 93.23%,rule_based,
618454,2026-04,unusual_progress_velocity,Unusually fast progress: 93.2% in one month,rule_based,
618454,2026-05,expenditure_progress_divergence,Expenditure 37.60 below expected 646.99 for progress 93.23%,rule_based,
618454,2026-05,unusual_progress_velocity,Unusually fast progress: 93.2% in one month,rule_based,
618454,2026-06,expenditure_progress_divergence,Expenditure 41.78 below expected 646.99 for progress 93.23%,rule_based,
618454,2026-06,unusual_progress_velocity,Unusually fast progress: 93.2% in one month,rule_based,
618454,2026-07,expenditure_progress_divergence,Expenditure 40.17 below expected 646.99 for progress 93.23%,rule_based,
618454,2026-07,unusual_progress_velocity,Unusually fast progress: 93.2% in one month,rule_based,
618455,2026-02,expenditure_progress_divergence,Expenditure 296.92 below expected 693.97 for progress 100.0%,rule_based,
618455,2026-02,unusual_progress_velocity,Unusually fast progress: 100.0% in one month,rule_based,
618455,2026-03,expenditure_progress_divergence,Expenditure 296.96 below expected 693.97 for progress 100.0%,rule_based,
618455,2026-03,unusual_progress_velocity,Unusually fast progress: 100.0% in one month,rule_based,
618455,2026-04,expenditure_progress_divergence,Expenditure 296.96 below expected 693.97 for progress 100.0%,rule_based,
618455,2026-04,unusual_progress_velocity,Unusually fast progress: 100.0% in one month,rule_based,
618455,2026-05,expenditure_progress_divergence,Expenditure 296.96 below expected 693.97 for progress 100.0%,rule_based,
618455,2026-05,unusual_progress_velocity,Unusually fast progress: 100.0% in one month,rule_based,
618455,2026-06,expenditure_progress_divergence,Expenditure 310.10 below expected 693.97 for progress 100.0%,rule_based,
618455,2026-06,unusual_progress_velocity,Unusually fast progress: 100.0% in one month,rule_based,
618455,2026-07,expenditure_progress_divergence,Expenditure 308.85 below expected 693.97 for progress 100.0%,rule_based,
618455,2026-07,unusual_progress_velocity,Unusually fast progress: 100.0% in one month,rule_based,
618934,2026-02,expenditure_progress_divergence,Expenditure 2.25 exceeds expected 0.00 for progress 0.0%,rule_based,
618934,2026-03,expenditure_progress_divergence,Expenditure 2.25 exceeds expected 0.00 for progress 0.0%,rule_based,
618934,2026-04,expenditure_progress_divergence,Expenditure 3.15 exceeds expected 0.00 for progress 0.0%,rule_based,
618934,2026-05,expenditure_progress_divergence,Expenditure 3.49 exceeds expected 0.00 for progress 0.0%,rule_based,
618934,2026-06,expenditure_progress_divergence,Expenditure 328.42 exceeds expected 0.00 for progress 0.0%,rule_based,
618934,2026-07,expenditure_progress_divergence,Expenditure 328.42 exceeds expected 0.00 for progress 0.0%,rule_based,
618958,2026-02,expenditure_progress_divergence,Expenditure 0.00 below expected 624.07 for progress 52.0%,rule_based,
618958,2026-03,expenditure_progress_divergence,Expenditure 0.00 below expected 624.07 for progress 52.0%,rule_based,
618958,2026-04,expenditure_progress_divergence,Expenditure 0.00 below expected 624.07 for progress 52.0%,rule_based,
618958,2026-05,expenditure_progress_divergence,Expenditure 0.00 below expected 624.07 for progress 52.0%,rule_based,
618958,2026-06,expenditure_progress_divergence,Expenditure 0.00 below expected 624.07 for progress 52.0%,rule_based,
618958,2026-07,expenditure_progress_divergence,Expenditure 0.00 below expected 624.07 for progress 52.0%,rule_based,
619013,2026-01,expenditure_progress_divergence,Expenditure 58.12 below expected 255.15 for progress 47.0%,rule_based,
619013,2026-01,expenditure_progress_divergence,Expenditure 58.12 below expected 255.15 for progress 47.0%,rule_based,
619013,2026-02,expenditure_progress_divergence,Expenditure 58.12 below expected 255.15 for progress 47.0%,rule_based,
619013,2026-02,expenditure_progress_divergence,Expenditure 58.12 below expected 255.15 for progress 47.0%,rule_based,
619013,2026-03,expenditure_progress_divergence,Expenditure 58.12 below expected 256.99 for progress 47.34%,rule_based,
619013,2026-03,expenditure_progress_divergence,Expenditure 58.12 below expected 256.99 for progress 47.34%,rule_based,
619013,2026-04,expenditure_progress_divergence,Expenditure 58.12 below expected 256.99 for progress 47.34%,rule_based,
619013,2026-04,expenditure_progress_divergence,Expenditure 58.12 below expected 256.99 for progress 47.34%,rule_based,
619013,2026-05,expenditure_progress_divergence,Expenditure 58.12 below expected 256.99 for progress 47.34%,rule_based,
619013,2026-05,expenditure_progress_divergence,Expenditure 58.12 below expected 256.99 for progress 47.34%,rule_based,
619013,2026-06,expenditure_progress_divergence,Expenditure 111.01 below expected 401.07 for progress 73.88%,rule_based,
619013,2026-06,unusual_progress_velocity,Unusually fast progress: 26.5% in one month,rule_based,
619013,2026-06,expenditure_progress_divergence,Expenditure 111.01 below expected 401.07 for progress 73.88%,rule_based,
619013,2026-06,unusual_progress_velocity,Unusually fast progress: 26.5% in one month,rule_based,
619013,2026-07,expenditure_progress_divergence,Expenditure 111.18 below expected 401.07 for progress 73.88%,rule_based,
619013,2026-07,unusual_progress_velocity,Unusually fast progress: 26.5% in one month,rule_based,
619013,2026-07,expenditure_progress_divergence,Expenditure 111.18 below expected 401.07 for progress 73.88%,rule_based,
619013,2026-07,unusual_progress_velocity,Unusually fast progress: 26.5% in one month,rule_based,
619060,2026-01,expenditure_progress_divergence,Expenditure 46.37 below expected 384.21 for progress 62.0%,rule_based,
619060,2026-01,expenditure_progress_divergence,Expenditure 46.37 below expected 384.21 for progress 62.0%,rule_based,
619060,2026-02,expenditure_progress_divergence,Expenditure 46.37 below expected 384.21 for progress 62.0%,rule_based,
619060,2026-02,expenditure_progress_divergence,Expenditure 46.37 below expected 384.21 for progress 62.0%,rule_based,
619060,2026-03,expenditure_progress_divergence,Expenditure 46.37 below expected 389.79 for progress 62.9%,rule_based,
619060,2026-03,expenditure_progress_divergence,Expenditure 46.37 below expected 389.79 for progress 62.9%,rule_based,
619060,2026-04,expenditure_progress_divergence,Expenditure 46.37 below expected 389.79 for progress 62.9%,rule_based,
619060,2026-04,expenditure_progress_divergence,Expenditure 46.37 below expected 389.79 for progress 62.9%,rule_based,
619060,2026-05,expenditure_progress_divergence,Expenditure 46.37 below expected 389.79 for progress 62.9%,rule_based,
619060,2026-05,expenditure_progress_divergence,Expenditure 46.37 below expected 389.79 for progress 62.9%,rule_based,
619060,2026-06,expenditure_progress_divergence,Expenditure 54.48 below expected 446.18 for progress 72.0%,rule_based,
619060,2026-06,expenditure_progress_divergence,Expenditure 54.48 below expected 446.18 for progress 72.0%,rule_based,
619060,2026-07,expenditure_progress_divergence,Expenditure 56.58 below expected 446.18 for progress 72.0%,rule_based,
619060,2026-07,expenditure_progress_divergence,Expenditure 56.58 below expected 446.18 for progress 72.0%,rule_based,
619089,2026-01,expenditure_progress_divergence,Expenditure 1170.02 below expected 2443.71 for progress 89.0%,rule_based,
619089,2026-02,expenditure_progress_divergence,Expenditure 1170.13 below expected 2443.71 for progress 89.0%,rule_based,
619089,2026-03,expenditure_progress_divergence,Expenditure 1170.13 below expected 2555.73 for progress 93.08%,rule_based,
617897,2025-12,expenditure_progress_divergence,Expenditure 33.07 below expected 215.53 for progress 73.0%,rule_based,
617897,2026-01,expenditure_progress_divergence,Expenditure 33.07 below expected 233.24 for progress 79.0%,rule_based,
617897,2026-02,expenditure_progress_divergence,Expenditure 33.07 below expected 233.24 for progress 79.0%,rule_based,
617897,2026-03,expenditure_progress_divergence,Expenditure 33.07 below expected 237.25 for progress 80.36%,rule_based,
617897,2026-04,expenditure_progress_divergence,Expenditure 33.07 below expected 241.21 for progress 81.7%,rule_based,
617897,2026-05,expenditure_progress_divergence,Expenditure 33.07 below expected 246.47 for progress 83.48%,rule_based,
617897,2026-06,expenditure_progress_divergence,Expenditure 44.18 below expected 253.97 for progress 86.02%,rule_based,
617897,2026-07,expenditure_progress_divergence,Expenditure 44.18 below expected 261.73 for progress 88.65%,rule_based,
617958,2026-01,expenditure_progress_divergence,Expenditure 221.60 below expected 447.22 for progress 79.0%,rule_based,
617958,2026-01,unusual_progress_velocity,Unusually fast progress: 42.0% in one month,rule_based,
617958,2026-02,unusual_progress_velocity,Unusually fast progress: 42.0% in one month,rule_based,
617958,2026-03,expenditure_progress_divergence,Expenditure 248.41 below expected 515.15 for progress 91.0%,rule_based,
617958,2026-03,unusual_progress_velocity,Unusually fast progress: 54.0% in one month,rule_based,
617958,2026-04,expenditure_progress_divergence,Expenditure 251.12 below expected 537.79 for progress 95.0%,rule_based,
617958,2026-04,unusual_progress_velocity,Unusually fast progress: 58.0% in one month,rule_based,
617958,2026-05,expenditure_progress_divergence,Expenditure 253.68 below expected 537.85 for progress 95.01%,rule_based,
617958,2026-05,unusual_progress_velocity,Unusually fast progress: 58.0% in one month,rule_based,
617958,2026-06,unusual_progress_velocity,Unusually fast progress: 58.1% in one month,rule_based,
617958,2026-07,unusual_progress_velocity,Unusually fast progress: 36.2% in one month,rule_based,
617961,2026-02,expenditure_progress_divergence,Expenditure 0.00 below expected 2074.02 for progress 97.0%,rule_based,
617961,2026-02,unusual_progress_velocity,Unusually fast progress: 97.0% in one month,rule_based,
617961,2026-03,expenditure_progress_divergence,Expenditure 0.00 below expected 2074.02 for progress 97.0%,rule_based,
617961,2026-03,unusual_progress_velocity,Unusually fast progress: 97.0% in one month,rule_based,
617961,2026-04,expenditure_progress_divergence,Expenditure 0.00 below expected 2074.02 for progress 97.0%,rule_based,
617961,2026-04,unusual_progress_velocity,Unusually fast progress: 97.0% in one month,rule_based,
617961,2026-05,expenditure_progress_divergence,Expenditure 0.00 below expected 2074.02 for progress 97.0%,rule_based,
617961,2026-05,unusual_progress_velocity,Unusually fast progress: 97.0% in one month,rule_based,
617961,2026-06,expenditure_progress_divergence,Expenditure 0.00 below expected 2074.02 for progress 97.0%,rule_based,
617961,2026-06,unusual_progress_velocity,Unusually fast progress: 97.0% in one month,rule_based,
617961,2026-07,expenditure_progress_divergence,Expenditure 0.00 below expected 2074.02 for progress 97.0%,rule_based,
617961,2026-07,unusual_progress_velocity,Unusually fast progress: 97.0% in one month,rule_based,
617966,2026-02,expenditure_progress_divergence,Expenditure 0.00 below expected 951.72 for progress 99.0%,rule_based,
617966,2026-02,unusual_progress_velocity,Unusually fast progress: 99.0% in one month,rule_based,
617966,2026-03,expenditure_progress_divergence,Expenditure 0.04 below expected 958.83 for progress 99.74%,rule_based,
617966,2026-03,unusual_progress_velocity,Unusually fast progress: 99.7% in one month,rule_based,
617966,2026-04,expenditure_progress_divergence,Expenditure 0.04 below expected 958.83 for progress 99.74%,rule_based,
617966,2026-04,unusual_progress_velocity,Unusually fast progress: 99.7% in one month,rule_based,
617966,2026-05,expenditure_progress_divergence,Expenditure 0.04 below expected 958.83 for progress 99.74%,rule_based,
617966,2026-05,unusual_progress_velocity,Unusually fast progress: 99.7% in one month,rule_based,
617966,2026-06,expenditure_progress_divergence,Expenditure 0.04 below expected 958.83 for progress 99.74%,rule_based,
617966,2026-06,unusual_progress_velocity,Unusually fast progress: 99.7% in one month,rule_based,
617966,2026-07,expenditure_progress_divergence,Expenditure 0.04 below expected 958.83 for progress 99.74%,rule_based,
617966,2026-07,unusual_progress_velocity,Unusually fast progress: 99.7% in one month,rule_based,
617969,2025-12,expenditure_progress_divergence,Expenditure 0.01 below expected 64.35 for progress 32.0%,rule_based,
617969,2026-02,expenditure_progress_divergence,Expenditure 0.01 below expected 100.54 for progress 50.0%,rule_based,
617969,2026-03,expenditure_progress_divergence,Expenditure 0.01 below expected 104.56 for progress 52.0%,rule_based,
617969,2026-04,expenditure_progress_divergence,Expenditure 0.01 below expected 116.63 for progress 58.0%,rule_based,
617969,2026-05,expenditure_progress_divergence,Expenditure 0.01 below expected 120.65 for progress 60.0%,rule_based,
617969,2026-06,expenditure_progress_divergence,Expenditure 0.01 below expected 124.67 for progress 62.0%,rule_based,
617969,2026-07,expenditure_progress_divergence,Expenditure 0.01 below expected 124.67 for progress 62.0%,rule_based,
618004,2026-03,expenditure_progress_divergence,Expenditure 0.00 below expected 0.09 for progress 0.05%,rule_based,
618004,2026-04,expenditure_progress_divergence,Expenditure 0.00 below expected 0.09 for progress 0.05%,rule_based,
618004,2026-05,expenditure_progress_divergence,Expenditure 0.00 below expected 0.09 for progress 0.05%,rule_based,
618005,2025-12,expenditure_progress_divergence,Expenditure 0.00 below expected 272.96 for progress 98.0%,rule_based,
