Sector,Sl. No.,"Project Name
(Agency Name)
(Project Code)
(State Name)","Original
Cost
in Rs. Crore","Date of Commissioning
Original
(MM/YYYY)","Cumulative
Expenditure
in Rs. Crore"
,36,"REHABILITATION AND UPGRADATION OF BHOKARDAN TO
KUMBHARI FATA DESIGN CH. (KM 13+500 TO 17+00) AND
RAJ
(MAHARASHTRA)
(N24001887)
(MoRTH)",291.37,06-2024,157.59
,37,"REHABILITATION AND UPGRADATION TO 2 LANE WITH
PAVED SHOULDER OF MOGA (DESIGN CH 0.000) TO
MAKHU (DES
(PUNJAB)
(N24000941)
(MoRTH)",293.64,08-2020,295.46
,38,"CONSTRUCTION OF MAJOR BRIDGE ACROSS MANJRA
RIVER NEAR YESGI VILLAGE @ KM, 166/500 ON NH 63 TQ
BILOLI
(MAHARASHTRA)
(N24001905)
(MoRTH)",188.69,08-2023,111.25
,39,"UP-GRADATION OF TIRORA-GONDIA, STATE HIGHWAY
FROM EXISTING KM 163+213 (ON SH-335, TIRORA) TO KM
191+
(MAHARASHTRA)
(N24001888)
(MoRTH)",288.14,04-2023,72.78
,40,"DIBRUGARH-LAHOAL-CHABUA BYPASS PACKAGE-1
(ASSAM)
(N24001451)
(NHIDCL)",215.27,07-2024,105.4
,41,"6L OF MH/KN BORDER (NIMBAL VILLAGE) TO KN/TS
BORDER (SINGNODI VILLAGE) FROM KM. 162.5 TO KM.
203.100
(KARNATAKA)
(N24001675)
(NHAI)",1732.73,05-2025,754.79
,42,"AMDI TO SAONER
(MAHARASHTRA)
(N24001021)
(MoRTH)",396.91,06-2019,253.59
,43,"IMPROVEMENT AND UP-GRADATION OF EXISTING ROAD
TO 4L PS FROM KM 175.080 TO 229.070, FROM END OF
HARDO
(UTTAR PRADESH)
(N24001728)
(NHAI)",1138.81,07-2025,528.1
