S.NO.,PROJECT ID,PROJECT NAME,"ORIGINAL COST
(₹ crores)","REVISED COST
(₹ crores)","EXPENDITURE
(₹ crores)","PHYSICAL PROGRESS
(%)"
1,705728,MUMBAI-AHMEDABAD HIGH SPEED RAIL PROJECT- 508 KM,"108,000","108,000","90,967",62.16
2,705237,WESTERN DEDICATED FREIGHT CORRIDOR,"51,101","124,005","124,623",96
3,705941,BANGALORE SUBURBAN RAILWAY PROJECT,"15,767","15,767","3,278",20.02
4,705391,JIRIBAM-IMPHAL 110 KM,"14,323","21,886","16,932",78
5,616699,"MULTI TRACKING OF SON NAGAR-ANDAL 374.53 RKM & 814.38 TKM PB34/ECOR/2023-
24","12,334","12,334","1,153",3
