S.NO.,PROJECT ID,PROJECT NAME,"ORIGINAL COST
(₹ crores)","REVISED COST
(₹ crores)","EXPENDITURE
(₹ crores)","PHYSICAL PROGRESS
(%)"
1,619032,JAYANT EXPN. [20 TO 38 MTPA],"25,560",,187,1.6
2,400424,GEVRA OC [70 MTY],"11,816",,"6,922",78.48
3,400185,GOPALJI KANIHA OCP [10 TO 30 M,"8,416","6,108","1,775",35.03
4,400150,RPR MAGADH EXP OCP,"7,254",,"1,693",39.3
5,617416,"REVISED JHARIA MASTER PLAN FOR DEALING WITH FIRE,
SUBSIDENCE & REHABILITATION OF AFFECTED FAMILIES IN JHARIA
COALFIELD- REG.","5,940",,274,28
