S.NO.,PROJECT ID,PROJECT NAME,"ORIGINAL COST
(₹ crores)","REVISED COST
(₹ crores)","EXPENDITURE
(₹ crores)","PHYSICAL PROGRESS
(%)"
1,701530,KEN-BETWA LINKING DEVELOPMENT PROJECT,"21,030",,"8,531",0
2,701372,SARDAR SAROVAR PROJECT,"20,718","33,413","31,943",93.7
3,701415,POLAVARAM IRRIGATION PROJECT,"10,151","55,549","27,062",86.14
4,701405,J. CHOKKA RAO DEVADULA LIFT IRRIGATION SCHEME,"8,201","14,730","4,785",87.7
5,701386,GOSIKHURD PROJECT,"7,196","12,770","14,374",72.65
