S.NO.,PROJECT ID,PROJECT NAME,"ORIGINAL COST
(₹ crores)","REVISED COST
(₹ crores)","EXPENDITURE
(₹ crores)","PHYSICAL PROGRESS
(%)"
1,400188,"REDEVELOPMENT OF SEVEN GENERAL POOL RESIDENTIAL
ACCOMMODATION [GPRA] COLONIES IN DELHI","32,850",,0,0
2,617883,"REDEVELOPMENT OF RESIDENTIAL COLONIES AT AYUR VIGYAN
NAGAR AND WEST ANSARI NAGAR CAMPUSES OF AIIMS, NEW DELHI","4,441",,25,61
3,701658,"KRISHNAPATNAM NODE - PHASE 1 - ROADS AND SERVICES
DEVELOPMENT","2,139",,503,24
4,701167,AIIMS KASHMIR AT AWANTIPORA JAMMU & KASHMIR,"1,828","2,161","1,355",2
5,701657,TUMAKURU NODE - PHASE 1 - ROADS AND SERVICES DEVELOPMENT,"1,702",,153,14
