S.NO.,PROJECT ID,PROJECT NAME,"ORIGINAL COST
(₹ crores)","REVISED COST
(₹ crores)","EXPENDITURE
(₹ crores)","PHYSICAL PROGRESS
(%)"
1,400188,"REDEVELOPMENT OF SEVEN GENERAL POOL RESIDENTIAL
ACCOMMODATION [GPRA] COLONIES IN DELHI","32,850",,0,0
2,701658,"KRISHNAPATNAM NODE - PHASE 1 - ROADS AND SERVICES
DEVELOPMENT","2,139",,473,21
3,701167,AIIMS KASHMIR AT AWANTIPORA JAMMU & KASHMIR,"1,828","1,828","1,322",68
4,701657,TUMAKURU NODE - PHASE 1 - ROADS AND SERVICES DEVELOPMENT,"1,702",,117,10
5,701173,AIIMS MAJRA REWARI HARYANA,"1,299",,349,28
