S.NO.,PROJECT ID,PROJECT NAME,"ORIGINAL COST
(₹ crores)","REVISED COST
(₹ crores)","EXPENDITURE
(₹ crores)","PHYSICAL PROGRESS
(%)"
1,602182,DIBANG MULTIPURPOSE PROJECT,"31,876","31,876","4,714",17.67
2,619051,"NABINAGAR SUPER THERMAL POWER PROJECT, STAGE-II [3X800 MW]","29,948","29,948","2,865",11.45
3,619341,"TELANGANA SUPER THERMAL POWER PROJECT , STAGE-II [3 X 800 MW]","29,345","29,345",730,0.13
4,619025,RAJASTHAN PART I POWER TRANSMISSION LIMITED,"25,000","25,000",426,4
5,615347,"TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE
ENERGY ZONE IN KHAVDA AREA OF GUJARAT UNDER PHASE-V [8 GW] PART A [SPV
NAME POWERGRID WEST CENTRAL TRANSMISSION LIMITED]","24,819","24,819","2,978",16.73
