S.NO.,PROJECT ID,PROJECT NAME,"ORIGINAL COST
(₹ crores)","REVISED COST
(₹ crores)","EXPENDITURE
(₹ crores)","PHYSICAL PROGRESS
(%)"
1,400188,"REDEVELOPMENT OF SEVEN GENERAL POOL RESIDENTIAL
ACCOMMODATION [GPRA] COLONIES IN DELHI","32,850","32,841","13,886",46.8
2,617883,"REDEVELOPMENT OF RESIDENTIAL COLONIES AT AYUR VIGYAN
NAGAR AND WEST ANSARI NAGAR CAMPUSES OF AIIMS, NEW DELHI","4,441",,25,61
3,701668,"DEVELOPMENT OF PALAKKAD NODE UNDER EXTENSION OF CBIC TO
KOCHI","3,805",,0,1
4,617727,ORVAKAL INDUSTRIAL AREA,"2,786",,112,6.14
5,601812,"DEVELOPMENT OF ZAHEERABAD NODE UNDER HYDERABAD
NAGPUR INDUSTRIAL CORRIDOR","2,360",,0,0.3
