S.NO.,PROJECT ID,PROJECT NAME,"ORIGINAL COST
(₹ crores)","REVISED COST
(₹ crores)","EXPENDITURE
(₹ crores)","PHYSICAL PROGRESS
(%)"
1,400188,"REDEVELOPMENT OF SEVEN GENERAL POOL RESIDENTIAL
ACCOMMODATION [GPRA] COLONIES IN DELHI","32,850",,0,0
2,701658,"KRISHNAPATNAM NODE - PHASE 1 - ROADS AND SERVICES
DEVELOPMENT","2,139",,406,17
3,701167,AIIMS KASHMIR AT AWANTIPORA JAMMU & KASHMIR,"1,828","1,828","1,532",66
4,701657,TUMAKURU NODE - PHASE 1 - ROADS AND SERVICES DEVELOPMENT,"1,702",,88,8
5,701173,AIIMS MAJRA REWARI HARYANA,"1,299",,349,28
