S.NO.,PROJECT ID,PROJECT NAME,"ORIGINAL COST
(₹ crores)","REVISED COST
(₹ crores)","EXPENDITURE
(₹ crores)","PHYSICAL PROGRESS
(%)"
1,400231,NLC TALABIRA THERMAL POWER PROJECT,"27,213","27,213","2,549",1
2,400259,GHATAMPUR THERMAL POWER PLANT 3 X 660 MW,"17,238","21,781","20,522",93
3,400424,GEVRA OC [70 MTY],"11,816","11,816","6,687",78
4,400185,GOPALJI KANIHA OCP [10 TO 30 M,"8,416","6,108","1,735",17
5,400150,RPR MAGADH EXP OCP,"7,254","7,254","1,601",38
