S.NO.,PROJECT ID,PROJECT NAME,"ORIGINAL COST
(₹ crores)","REVISED COST
(₹ crores)","EXPENDITURE
(₹ crores)","PHYSICAL PROGRESS
(%)"
1,400188,"REDEVELOPMENT OF SEVEN GENERAL POOL RESIDENTIAL
ACCOMMODATION [GPRA] COLONIES IN DELHI","32,850",,0,0
2,702540,IN-SITU SLUM REDEVELOPMENT PROJECT IN GUJARAT,"5,477",,"3,036",0
3,400429,EXHIBITION CUM CONVENTION CENTRE DWARKA [PHASE I],"5,178","5,401","4,470",97.4
4,702524,AFFORDABLE HOUSING CONSTRUCTION PROJECT IN CHHATTISGARH,"3,798",,"2,694",0
5,701658,"KRISHNAPATNAM NODE - PHASE 1 - ROADS AND SERVICES
DEVELOPMENT","2,139",,328,14
