Sector,Sl. No.,"Project Name
(Agency Name)
(Project Code)
(State Name)","Original
Cost
in Rs. Crore","Date of Commissioning
Original
(MM/YYYY)","Cumulative
Expenditure
in Rs. Crore"
,97,"CONSTRUCTION OF 2-LANE WITH PAVED SHOULDER
INCLUDING GEOMETRIC IMPROVEMENT FROM KM 16.000
TO KM 32.5
(SIKKIM)
(N24000768)
(NHIDCL)",290.05,10-2020,218.36
,98,"REHABILITATION AND UPGRADATION OF NH-219 FROM KM
58-600 TO KM 140-750 IN THE STATE OF ANDHRA PRADES
(ANDHRA PRADESH)
(N24000301)
(MoRTH)",271.45,10-2015,240.23
,99,"STRENGTHING AND WIDINING OF EXISTING
CARRIAGEWAY TO 10 M IN KM, 156/160 TO 229/160
(TEMBHURNI - KUSL
(MAHARASHTRA)
(N24001909)
(MoRTH)",157.72,06-2024,80.37
,100,"ARDHAPUR TO HIMAYATNAGAR
(MAHARASHTRA)
(N24001079)
(MoRTH)",426.06,06-2020,268.96
,101,"FOUR LANING OF VILUPPURAM TO PUDHUCHERRY
(DESIGN CH. KM. 00/000 TO KM. 29/000) SECTION OF NH-
45A ON
(TAMIL NADU)
(N24001428)
(NHAI)",998.7,11-2021,975.74
,102,"STRENGTHENING OF 6-LANE PIMPALGAON-NASHIK-
GONDE (KM. 380 - KM. 440) SECTION OF NH-3 IN
MAHARASHTRA U
(MAHARASHTRA)
(N24002137)
(NHAI)",175,03-2025,201
,103,"4-LANING OF ODDANCHATRAM - MADATHUKULAM
SECTION OF NH-209 (NEW NH-83)
(TAMIL NADU)
(N24001603)
(NHAI)",1518.53,10-2022,915.4
,104,"CONSTRUCTION OF EIGHT LANE ACCESS CONTROLLED
EXPRESSWAY FROM KM 217.500 TO KM 254.430 OF
VADODARA MU
(GUJARAT)
(N24001788)
(NHAI)",2271.86,12-2023,2655.78
