S.NO.,PROJECT ID,PROJECT NAME,"ORIGINAL COST
(₹ crores)","REVISED COST
(₹ crores)","EXPENDITURE
(₹ crores)","PHYSICAL PROGRESS
(%)"
1,709798,"ETHYLENE CRACKER PROJECT AT BINA REFINERY INCLUDING
DOWNSTREAM PETROCHEMICAL PLANTS AND EXPANSION OF
REFINERY","43,367","43,367","1,789",13
2,701263,RAJASTHAN REFINERY PROJECT,"43,129","72,937","59,524",87
3,701289,"CAPACITY EXPANSION OF PANIPAT REFINERY FROM 15 TO 25
MMTPA","34,627","36,225","23,977",88
4,400120,KG-DWN-98/2 CLUSTER - II DEVELOPMENT PROJECT - NELP BLOCK,"34,012","34,012","35,498",96
5,602182,DIBANG MULTIPURPOSE PROJECT,"31,876",,"3,436",16
