S.NO.,PROJECT ID,PROJECT NAME,"ORIGINAL COST
(₹ crores)","REVISED COST
(₹ crores)","EXPENDITURE
(₹ crores)","PHYSICAL PROGRESS
(%)"
1,400231,NLC TALABIRA THERMAL POWER PROJECT,"27,213","27,213","3,454",2.1
2,619032,JAYANT EXPN. [20 TO 38 MTPA],"25,560","25,560",127,1.32
3,400259,GHATAMPUR THERMAL POWER PLANT 3 X 660 MW,"17,238","21,781","21,238",95.68
4,400424,GEVRA OC [70 MTY],"11,816","11,816","6,905",78.48
5,400185,GOPALJI KANIHA OCP [10 TO 30 M,"8,416","6,108","1,772",34.54
