S.NO.,PROJECT ID,PROJECT NAME,"ORIGINAL COST
(₹ crores)","REVISED COST
(₹ crores)","EXPENDITURE
(₹ crores)","PHYSICAL PROGRESS
(%)"
1,705728,MUMBAI-AHMEDABAD HIGH SPEED RAIL PROJECT- 508 KM,"108,000","108,000","79,919",53
2,702668,CHENNAI METRO RAIL PHASE-II DEVELOPMENT PROJECT,"63,246",,"26,410",45
3,705237,WESTERN DEDICATED FREIGHT CORRIDOR,"51,101","124,005","124,623",96
4,705429,RISHIKESH-KARNAPRAYAG NEW RAIL LINE- 125 KM,"38,953","38,953","24,645",65
5,706780,MUMBAI URBAN TRANSPORT PROJECT [MUTP] PHASE-IIIA,"33,690","33,690","2,303",16
