S.NO.,PROJECT ID,PROJECT NAME,"ORIGINAL COST
(₹ crores)","REVISED COST
(₹ crores)","EXPENDITURE
(₹ crores)","PHYSICAL PROGRESS
(%)"
1,701530,KEN-BETWA LINKING DEVELOPMENT PROJECT,"21,030",,"8,531",0
2,701372,SARDAR SAROVAR PROJECT,"20,718","33,413","31,861",93
3,701415,POLAVARAM IRRIGATION PROJECT,"10,151","55,549","26,152",85
4,701405,J. CHOKKA RAO DEVADULA LIFT IRRIGATION SCHEME,"8,201","14,730","4,665",87
5,400112,JIGAON IRRIGATION PROJECT,"7,223",,"9,391",91
