S.NO.,PROJECT ID,PROJECT NAME,"ORIGINAL COST
(₹ crores)","REVISED COST
(₹ crores)","EXPENDITURE
(₹ crores)","PHYSICAL PROGRESS
(%)"
1,705728,MUMBAI-AHMEDABAD HIGH SPEED RAIL PROJECT- 508 KM,"108,000","108,000","90,967",62.16
2,702668,CHENNAI METRO RAIL PHASE-II DEVELOPMENT PROJECT,"63,246",,"34,698",55.73
3,705237,WESTERN DEDICATED FREIGHT CORRIDOR,"51,101","124,005","124,623",96
4,702635,CONSTRUCTION OF BANGALORE METRO RAIL PROJECT PHASE 2.,"26,405","30,695","29,835",95.8
5,702632,DMRTS PHASE - IV [3 PRIORITY CORRIDORS],"24,949",,"21,421",83.46
