S.NO.,PROJECT ID,PROJECT NAME,"ORIGINAL COST
(₹ crores)","REVISED COST
(₹ crores)","EXPENDITURE
(₹ crores)","PHYSICAL PROGRESS
(%)"
1,617321,GODHANI-KALUMNA CHORD 13.7 KM,"150,000",,"1,940",11
2,705728,MUMBAI-AHMEDABAD HIGH SPEED RAIL PROJECT- 508 KM,"108,000","108,000","81,243",54
3,702668,CHENNAI METRO RAIL PHASE-II DEVELOPMENT PROJECT,"63,246",,"27,456",46
4,705237,WESTERN DEDICATED FREIGHT CORRIDOR,"51,101","124,005","124,623",96
5,705429,RISHIKESH-KARNAPRAYAG NEW RAIL LINE- 125 KM,"38,953","38,953","24,645",65
