S.NO.,PROJECT ID,PROJECT NAME,"ORIGINAL COST
(₹ crores)","REVISED COST
(₹ crores)","EXPENDITURE
(₹ crores)","PHYSICAL PROGRESS
(%)"
1,709798,"ETHYLENE CRACKER PROJECT AT BINA REFINERY INCLUDING
DOWNSTREAM PETROCHEMICAL PLANTS AND EXPANSION OF
REFINERY","43,367","43,367","6,104",33.5
2,298178,"MEJA THERMAL POWER PROJECT, STAGE-II , (3X800 MW)","38,358",,"1,003",0.02
3,701289,"CAPACITY EXPANSION OF PANIPAT REFINERY FROM 15 TO 25
MMTPA","34,627","36,225","28,007",94.3
4,400120,KG-DWN-98/2 CLUSTER - II DEVELOPMENT PROJECT - NELP BLOCK,"34,012","34,012","33,192",96.9
5,602182,DIBANG MULTIPURPOSE PROJECT,"31,876",,"4,921",17.93
