project_id,reporting_month,sector,state,original_cost_crore,revised_cost_crore,cumulative_expenditure_crore,physical_progress_pct,future_3m_cost_revision,future_6m_cost_revision,future_3m_progress_stall,future_6m_progress_stall
618782,2026-04,,Uttar Pradesh,1394.14,1394.14,561.53,58.86,0,0,1,1
618782,2026-05,,Uttar Pradesh,1394.14,1394.14,587.94,62.0,0,0,1,1
618782,2026-06,,Uttar Pradesh,1394.14,1394.14,606.2,63.4,0,0,1,1
618798,2025-12,,Uttar Pradesh,2555.5,2275.43,1238.07,54.0,0,0,0,0
618798,2026-01,,Uttar Pradesh,2555.5,2275.43,1241.55,82.0,0,0,1,1
618798,2026-02,,Uttar Pradesh,2555.5,2275.43,1245.26,82.0,0,0,1,1
618798,2026-03,,Uttar Pradesh,2555.5,2275.43,1245.26,84.0,0,0,1,1
618798,2026-04,,Uttar Pradesh,2555.5,2275.43,1247.39,84.0,0,0,1,1
618798,2026-05,,Uttar Pradesh,2555.5,2275.43,1307.22,89.0,0,0,1,1
618798,2026-06,,Uttar Pradesh,2555.5,2275.43,1326.61,89.0,0,0,1,1
618843,2026-01,,Uttar Pradesh,197.6,165.28,21.14,0.0,0,0,0,0
618843,2026-02,,Uttar Pradesh,197.6,165.28,27.57,8.0,0,0,1,0
618843,2026-03,,Uttar Pradesh,197.6,165.28,27.57,12.39,0,0,1,0
618843,2026-04,,Uttar Pradesh,197.6,165.28,36.16,12.39,0,0,0,0
618843,2026-05,,Uttar Pradesh,197.6,165.28,37.94,15.05,0,0,0,0
618843,2026-06,,Uttar Pradesh,197.6,165.28,53.53,17.22,0,0,0,0
618848,2026-01,,Uttar Pradesh,649.44,649.44,0.09,5.0,0,0,1,0
618848,2026-02,,Uttar Pradesh,649.44,649.44,0.09,6.0,0,0,1,0
618848,2026-03,,Uttar Pradesh,649.44,649.44,0.09,6.6,0,0,1,0
618848,2026-04,,Uttar Pradesh,649.44,649.44,0.09,6.6,0,0,0,0
618848,2026-05,,Uttar Pradesh,649.44,649.44,0.09,6.7,0,0,0,0
618848,2026-06,,Uttar Pradesh,649.44,649.44,0.09,6.7,0,0,0,0
618854,2025-12,,Uttar Pradesh,706.41,752.52,515.37,97.0,0,0,1,1
618854,2026-01,,Uttar Pradesh,706.41,752.52,515.53,97.0,0,0,1,1
618854,2026-02,,Uttar Pradesh,706.41,752.52,515.53,97.0,0,0,1,1
618854,2026-03,,Uttar Pradesh,706.41,752.52,515.53,97.2,0,0,1,1
618854,2026-04,,Uttar Pradesh,706.41,752.52,515.53,97.2,0,0,1,1
618855,2025-12,,Uttar Pradesh,838.68,838.68,556.76,99.0,0,0,1,1
618855,2026-01,,Uttar Pradesh,838.68,838.68,560.31,99.0,0,0,1,1
618855,2026-02,,Uttar Pradesh,838.68,838.68,560.48,99.0,0,0,1,1
618855,2026-03,,Uttar Pradesh,838.68,838.68,560.48,99.2,0,0,1,1
618855,2026-04,,Uttar Pradesh,838.68,838.68,560.48,99.2,0,0,1,1
618856,2025-12,,Uttar Pradesh,1101.79,1212.26,312.56,50.0,0,0,0,0
618856,2026-01,,Uttar Pradesh,1101.79,1212.26,312.82,54.0,0,0,0,0
618856,2026-02,,Uttar Pradesh,1101.79,1212.26,312.89,58.0,0,0,1,1
618856,2026-03,,Uttar Pradesh,1101.79,1212.26,312.89,60.07,0,0,0,1
618856,2026-04,,Uttar Pradesh,1101.79,1212.26,346.55,63.51,0,0,1,1
618856,2026-05,,Uttar Pradesh,1101.79,1212.26,357.18,63.51,0,0,1,1
618856,2026-06,,Uttar Pradesh,1101.79,1212.26,486.98,68.8,0,0,1,1
618858,2026-02,,Uttar Pradesh,955.34,955.34,240.43,58.0,0,0,0,0
618858,2026-03,,Uttar Pradesh,955.34,955.34,240.51,62.02,0,0,0,1
618858,2026-04,,Uttar Pradesh,955.34,955.34,269.0,64.2,0,0,1,1
618858,2026-05,,Uttar Pradesh,955.34,955.34,283.62,66.35,0,0,1,1
618858,2026-06,,Uttar Pradesh,955.34,955.34,348.38,70.56,0,0,1,1
618859,2025-12,,Uttar Pradesh,575.66,553.61,371.12,93.0,0,0,1,1
618859,2026-01,,Uttar Pradesh,575.66,553.61,371.31,99.0,0,0,1,1
618859,2026-02,,Uttar Pradesh,575.66,553.61,371.48,99.0,0,0,1,1
618859,2026-03,,Uttar Pradesh,575.66,553.61,371.48,99.33,0,0,1,1
618859,2026-04,,Uttar Pradesh,575.66,553.61,371.82,99.33,0,0,1,1
618859,2026-05,,Uttar Pradesh,575.66,553.61,371.98,99.33,0,0,1,1
618859,2026-06,,Uttar Pradesh,575.66,553.61,390.09,99.33,0,0,1,1
618864,2025-12,,Uttar Pradesh,1722.11,1820.77,1000.51,99.0,0,0,1,1
618864,2026-01,,Uttar Pradesh,1722.11,1820.77,1001.58,99.0,0,0,1,1
618864,2026-02,,Uttar Pradesh,1722.11,1820.77,1049.84,99.0,0,0,1,1
618864,2026-03,,Uttar Pradesh,1722.11,1820.77,1049.84,99.9,0,0,1,1
618864,2026-04,,Uttar Pradesh,1722.11,1820.77,1049.87,99.9,0,0,1,1
618865,2025-12,,Uttar Pradesh,1384.79,1496.44,823.04,99.0,0,0,1,1
618865,2026-01,,Uttar Pradesh,1384.79,1496.44,823.04,99.0,0,0,1,1
618865,2026-02,,Uttar Pradesh,1384.79,1496.44,823.04,99.0,0,0,1,1
618865,2026-03,,Uttar Pradesh,1384.79,1496.44,823.04,99.99,0,0,1,1
618865,2026-04,,Uttar Pradesh,1384.79,1496.44,823.04,99.99,0,0,1,1
618866,2026-01,,Uttar Pradesh,2077.0,1112.44,67.78,3.0,0,0,0,0
618866,2026-02,,Uttar Pradesh,2077.0,1112.44,144.68,7.0,0,0,0,0
618866,2026-03,,Uttar Pradesh,2077.0,1112.44,144.68,11.75,0,0,0,0
618866,2026-04,,Uttar Pradesh,2077.0,1112.44,223.68,16.01,0,0,0,0
618866,2026-05,,Uttar Pradesh,2077.0,1112.44,305.32,22.0,0,0,0,0
618866,2026-06,,Uttar Pradesh,2077.0,1112.44,438.93,30.3,0,0,0,0
618867,2026-01,,Uttar Pradesh,2009.11,1936.61,20.92,6.0,0,0,0,0
618867,2026-02,,Uttar Pradesh,2009.11,1936.61,135.52,19.0,0,0,0,0
618867,2026-03,,Uttar Pradesh,2009.11,1936.61,135.52,24.4,0,0,0,0
618867,2026-04,,Uttar Pradesh,2009.11,1936.61,191.05,28.21,0,0,0,0
618867,2026-05,,Uttar Pradesh,2009.11,1936.61,194.38,32.95,0,0,0,0
618867,2026-06,,Uttar Pradesh,2009.11,1936.61,549.05,37.03,0,0,1,1
618868,2026-02,,Uttar Pradesh,2289.52,2223.71,405.32,56.0,0,0,0,0
618868,2026-03,,Uttar Pradesh,2289.52,2223.71,405.32,59.63,0,0,0,0
618868,2026-04,,Uttar Pradesh,2289.52,2223.71,486.52,62.48,0,0,0,0
618868,2026-05,,Uttar Pradesh,2289.52,2223.71,486.69,68.4,0,0,0,0
618868,2026-06,,Uttar Pradesh,2289.52,2223.71,1027.0,70.02,0,0,0,0
618869,2026-01,,Uttar Pradesh,1122.02,1869.59,51.98,0.0,0,0,0,0
618869,2026-02,,Uttar Pradesh,1122.02,1869.59,52.15,0.0,0,0,0,0
618869,2026-03,,Uttar Pradesh,1122.02,1869.59,52.15,5.11,0,0,0,0
618869,2026-04,,Uttar Pradesh,1122.02,1869.59,129.68,10.21,0,0,1,1
618869,2026-05,,Uttar Pradesh,1122.02,1869.59,169.77,13.0,0,0,1,1
618869,2026-06,,Uttar Pradesh,1122.02,1869.59,603.36,15.48,0,0,1,1
618883,2025-12,,Uttar Pradesh,1706.47,1579.59,723.1,92.0,0,0,1,1
618883,2026-01,,Uttar Pradesh,1706.47,1579.59,748.02,92.0,0,0,1,1
618883,2026-02,,Uttar Pradesh,1706.47,1579.59,799.01,92.0,0,0,0,1
618883,2026-03,,Uttar Pradesh,1706.47,1579.59,799.01,99.11,0,0,1,1
618883,2026-04,,Uttar Pradesh,1706.47,1579.59,844.84,99.11,0,0,1,1
618883,2026-05,,Uttar Pradesh,1706.47,1579.59,866.24,100.0,0,0,1,1
618883,2026-06,,Uttar Pradesh,1706.47,1579.59,1440.46,100.0,0,0,1,1
618884,2025-12,,Uttar Pradesh,1493.65,1311.44,610.51,80.0,0,0,0,0
618884,2026-01,,Uttar Pradesh,1493.65,1311.44,636.34,82.0,0,0,0,0
618884,2026-02,,Uttar Pradesh,1493.65,1311.44,679.94,82.0,0,0,0,0
618884,2026-03,,Uttar Pradesh,1493.65,1311.44,679.94,94.53,0,0,1,1
618884,2026-04,,Uttar Pradesh,1493.65,1311.44,705.07,95.5,0,0,1,1
618884,2026-05,,Uttar Pradesh,1493.65,1311.44,727.02,96.29,0,0,1,1
618884,2026-06,,Uttar Pradesh,1493.65,1311.44,757.69,96.29,0,0,1,1
618885,2025-12,,Uttar Pradesh,617.88,549.02,218.78,74.0,0,0,0,0
618885,2026-01,,Uttar Pradesh,617.88,549.02,218.99,80.0,0,0,1,1
618885,2026-02,,Uttar Pradesh,617.88,549.02,232.0,82.0,0,0,0,1
618885,2026-03,,Uttar Pradesh,617.88,549.02,232.0,83.88,0,0,1,1
618885,2026-04,,Uttar Pradesh,617.88,549.02,235.64,83.88,0,0,1,1
618885,2026-05,,Uttar Pradesh,617.88,549.02,249.49,91.1,0,0,1,1
618885,2026-06,,Uttar Pradesh,617.88,549.02,282.0,91.1,0,0,1,1
618893,2026-02,,Uttar Pradesh,2966.63,3475.65,862.58,97.0,0,0,1,1
618893,2026-03,,Uttar Pradesh,2966.63,3475.65,862.58,97.35,0,0,1,1
618893,2026-04,,Uttar Pradesh,2966.63,3475.65,865.21,97.35,0,0,1,1
618893,2026-05,,Uttar Pradesh,2966.63,3475.65,866.7,97.35,0,0,1,1
618893,2026-06,,Uttar Pradesh,2966.63,3475.65,3453.91,97.35,0,0,1,1
618911,2025-12,,Uttar Pradesh,646.27,637.83,146.09,61.0,0,0,1,1
618911,2026-01,,Uttar Pradesh,646.27,637.83,146.1,62.0,0,0,1,1
618911,2026-02,,Uttar Pradesh,646.27,637.83,146.15,63.0,0,0,1,1
618911,2026-03,,Uttar Pradesh,646.27,637.83,146.15,63.79,0,0,1,1
618911,2026-04,,Uttar Pradesh,646.27,637.83,166.33,63.79,0,0,1,1
618911,2026-05,,Uttar Pradesh,646.27,637.83,168.56,63.79,0,0,1,1
618911,2026-06,,Uttar Pradesh,646.27,637.83,369.67,63.79,0,0,1,1
618923,2026-02,,Uttar Pradesh,2158.2,2553.12,549.26,54.0,0,0,0,0
618923,2026-03,,Uttar Pradesh,2158.2,2553.12,565.63,60.65,0,0,0,1
618923,2026-04,,Uttar Pradesh,2158.2,2553.12,694.43,65.21,0,0,1,1
618923,2026-05,,Uttar Pradesh,2158.2,2553.12,705.65,66.81,0,0,1,1
618923,2026-06,,Uttar Pradesh,2158.2,2553.12,1195.23,70.12,0,0,1,1
618924,2026-02,,Uttar Pradesh,188.87,99.2,25.55,44.0,0,0,0,1
618924,2026-03,,Uttar Pradesh,188.87,99.2,25.55,50.44,0,0,1,1
618924,2026-04,,Uttar Pradesh,188.87,99.2,33.37,50.44,0,0,1,1
618924,2026-05,,Uttar Pradesh,188.87,99.2,33.72,55.9,0,0,1,1
618924,2026-06,,Uttar Pradesh,188.87,99.2,50.34,55.9,0,0,1,1
618925,2025-12,,Uttar Pradesh,300.58,334.48,247.05,95.0,0,0,1,1
618925,2026-01,,Uttar Pradesh,300.58,334.48,247.05,96.0,0,0,1,1
618925,2026-02,,Uttar Pradesh,300.58,334.48,247.27,96.0,0,0,1,1
618925,2026-03,,Uttar Pradesh,300.58,334.48,247.27,96.53,0,0,1,1
618925,2026-04,,Uttar Pradesh,300.58,334.48,264.54,96.53,0,0,1,1
618925,2026-05,,Uttar Pradesh,300.58,334.48,265.09,99.01,0,0,1,1
618925,2026-06,,Uttar Pradesh,300.58,334.48,296.47,99.02,0,0,1,1
618927,2026-02,,Uttar Pradesh,2006.82,1890.05,832.92,41.0,0,0,0,0
618927,2026-03,,Uttar Pradesh,2006.82,1890.05,832.92,45.16,0,0,1,1
618927,2026-04,,Uttar Pradesh,2006.82,1890.05,878.74,47.51,0,0,1,1
618927,2026-05,,Uttar Pradesh,2006.82,1890.05,919.25,49.64,0,0,1,1
618927,2026-06,,Uttar Pradesh,2006.82,1890.05,969.49,52.68,0,0,1,1
618929,2026-02,,Uttar Pradesh,1841.92,1843.54,934.13,73.0,0,0,1,1
618929,2026-03,,Uttar Pradesh,1841.92,1843.54,934.13,76.9,0,0,1,1
618929,2026-04,,Uttar Pradesh,1841.92,1843.54,982.74,76.9,0,0,1,1
618929,2026-05,,Uttar Pradesh,1841.92,1843.54,996.0,79.96,0,0,1,1
618929,2026-06,,Uttar Pradesh,1841.92,1843.54,1120.76,81.48,0,0,1,1
618959,2025-12,,Uttar Pradesh,1017.99,427.54,406.1,99.0,0,0,1,1
618959,2026-01,,Uttar Pradesh,1017.99,427.54,406.31,99.0,0,0,1,1
618959,2026-02,,Uttar Pradesh,1017.99,427.54,406.6,100.0,0,0,1,1
618959,2026-03,,Uttar Pradesh,1017.99,427.54,406.6,100.0,0,0,1,1
618959,2026-04,,Uttar Pradesh,1017.99,427.54,406.6,100.0,0,0,1,1
618960,2025-12,,Uttar Pradesh,1377.51,1007.62,292.08,39.0,0,0,1,1
618960,2026-01,,Uttar Pradesh,1377.51,1007.62,298.31,40.0,0,0,1,1
618960,2026-02,,Uttar Pradesh,1377.51,1007.62,349.12,42.0,0,0,1,1
618960,2026-03,,Uttar Pradesh,1377.51,1007.62,349.12,42.26,0,0,1,1
618960,2026-04,,Uttar Pradesh,1377.51,1007.62,394.66,42.26,0,0,1,1
618960,2026-05,,Uttar Pradesh,1377.51,1007.62,425.91,42.76,0,0,1,1
618960,2026-06,,Uttar Pradesh,1377.51,1007.62,447.26,44.64,0,0,1,1
618961,2026-01,,Uttar Pradesh,775.94,498.97,0.01,0.0,0,0,1,0
618961,2026-02,,Uttar Pradesh,775.94,498.97,0.14,1.0,0,0,0,0
618961,2026-03,,Uttar Pradesh,775.94,498.97,0.14,4.44,0,0,0,0
618961,2026-04,,Uttar Pradesh,775.94,498.97,15.11,4.44,0,0,0,0
618961,2026-05,,Uttar Pradesh,775.94,498.97,21.22,9.18,0,0,0,0
618961,2026-06,,Uttar Pradesh,775.94,498.97,42.97,18.5,0,0,0,0
618968,2025-12,,Uttar Pradesh,1428.19,1439.35,1166.56,69.0,0,0,0,0
618968,2026-01,,Uttar Pradesh,1428.19,1439.35,1184.03,97.0,0,0,1,1
618968,2026-02,,Uttar Pradesh,1428.19,1439.35,1184.03,97.0,0,0,1,1
618968,2026-03,,Uttar Pradesh,1428.19,1439.35,1193.3,97.5,0,0,1,1
618968,2026-04,,Uttar Pradesh,1428.19,1439.35,1220.87,97.5,0,0,1,1
618968,2026-05,,Uttar Pradesh,1428.19,1439.35,1221.16,97.5,0,0,1,1
618968,2026-06,,Uttar Pradesh,1428.19,1439.35,1394.44,99.24,0,0,1,1
618970,2025-12,,Uttar Pradesh,1335.45,1335.38,977.98,62.0,0,0,0,0
618970,2026-01,,Uttar Pradesh,1335.45,1335.38,978.54,92.0,0,0,1,1
618970,2026-02,,Uttar Pradesh,1335.45,1335.38,984.58,92.0,0,0,1,1
618970,2026-03,,Uttar Pradesh,1335.45,1335.38,984.58,92.89,0,0,1,1
618970,2026-04,,Uttar Pradesh,1335.45,1335.38,1016.38,92.89,0,0,1,1
618970,2026-05,,Uttar Pradesh,1335.45,1335.38,1021.32,92.89,0,0,1,1
618970,2026-06,,Uttar Pradesh,1335.45,1335.38,1253.61,98.06,0,0,1,1
619162,2026-01,,Uttar Pradesh,578.02,566.9,438.31,100.0,0,0,1,1
619162,2026-02,,Uttar Pradesh,578.02,566.9,438.51,100.0,0,0,1,1
619162,2026-03,,Uttar Pradesh,578.02,566.9,438.51,100.0,0,0,1,1
619162,2026-04,,Uttar Pradesh,578.02,566.9,438.87,100.0,0,0,1,1
619162,2026-05,,Uttar Pradesh,578.02,566.9,438.88,100.0,0,0,1,1
619162,2026-06,,Uttar Pradesh,578.02,566.9,440.68,100.0,0,0,1,1
619168,2026-01,,Uttar Pradesh,1602.48,1497.94,1195.38,99.0,0,0,1,1
619168,2026-02,,Uttar Pradesh,1602.48,1497.94,1198.22,99.0,0,0,1,1
619168,2026-03,,Uttar Pradesh,1602.48,1497.94,1198.22,99.11,0,0,1,1
619168,2026-04,,Uttar Pradesh,1602.48,1497.94,1215.04,99.11,0,0,1,1
619168,2026-05,,Uttar Pradesh,1602.48,1497.94,1215.08,99.11,0,0,1,1
619168,2026-06,,Uttar Pradesh,1602.48,1497.94,1419.77,99.29,0,0,1,1
619308,2026-03,,Uttar Pradesh,836.24,835.74,807.97,98.92,0,0,1,1
619308,2026-04,,Uttar Pradesh,836.24,835.74,808.7,98.92,0,0,1,1
619308,2026-05,,Uttar Pradesh,836.24,835.74,808.76,98.92,0,0,1,1
619308,2026-06,,Uttar Pradesh,836.24,835.74,811.84,98.92,0,0,1,1
617888,2026-02,,Uttarakhand,192.54,192.54,0.0,89.0,0,0,0,1
617888,2026-03,,Uttarakhand,192.54,192.54,0.0,99.0,0,0,1,1
617888,2026-04,,Uttarakhand,192.54,192.54,0.0,99.0,0,0,1,1
617888,2026-05,,Uttarakhand,192.54,192.54,0.0,99.0,0,0,1,1
617888,2026-06,,Uttarakhand,192.54,192.54,0.0,99.0,0,0,1,1
617889,2026-02,,Uttarakhand,192.22,192.22,0.0,92.0,0,0,1,1
617889,2026-03,,Uttarakhand,192.22,192.22,0.0,97.0,0,0,1,1
617889,2026-04,,Uttarakhand,192.22,192.22,0.0,97.0,0,0,1,1
617889,2026-05,,Uttarakhand,192.22,192.22,0.0,98.5,0,0,1,1
617889,2026-06,,Uttarakhand,192.22,192.22,0.0,98.5,0,0,1,1
617890,2026-01,,Uttarakhand,220.89,220.89,0.0,0.0,0,0,1,1
617890,2026-02,,Uttarakhand,220.89,220.89,0.0,0.0,0,0,0,1
617890,2026-03,,Uttarakhand,220.89,220.89,0.0,0.3,0,0,1,1
617890,2026-04,,Uttarakhand,220.89,220.89,0.0,5.0,0,0,1,1
617890,2026-05,,Uttarakhand,220.89,220.89,0.0,8.0,0,0,1,1
617890,2026-06,,Uttarakhand,220.89,220.89,0.0,8.0,0,0,1,1
617929,2025-12,,Uttarakhand,247.41,247.41,0.0,73.0,0,0,1,1
617929,2026-01,,Uttarakhand,247.41,247.41,0.0,73.0,0,0,1,1
617929,2026-02,,Uttarakhand,247.41,247.41,0.0,73.0,0,0,1,1
617929,2026-03,,Uttarakhand,247.41,247.41,110.98,73.5,0,0,1,1
617929,2026-04,,Uttarakhand,247.41,247.41,110.98,73.5,0,0,1,1
617929,2026-05,,Uttarakhand,247.41,247.41,110.98,73.5,0,0,1,1
617929,2026-06,,Uttarakhand,247.41,247.41,114.6,73.5,0,0,1,1
617967,2026-02,,Uttarakhand,251.88,251.88,43.83,96.0,0,0,1,1
617967,2026-03,,Uttarakhand,251.88,251.88,0.0,99.0,0,0,1,1
617967,2026-04,,Uttarakhand,251.88,251.88,0.0,99.0,0,0,1,1
617967,2026-05,,Uttarakhand,251.88,251.88,0.0,99.0,0,0,1,1
617967,2026-06,,Uttarakhand,251.88,251.88,0.0,99.0,0,0,1,1
617968,2025-12,,Uttarakhand,418.89,418.89,178.35,95.0,0,0,1,1
617968,2026-01,,Uttarakhand,418.89,418.89,178.35,95.0,0,0,1,1
617968,2026-02,,Uttarakhand,418.89,418.89,178.35,95.0,0,0,1,1
617968,2026-03,,Uttarakhand,418.89,418.89,422.72,95.0,0,0,1,1
617968,2026-04,,Uttarakhand,418.89,418.89,422.72,95.0,0,0,1,1
617968,2026-05,,Uttarakhand,418.89,418.89,422.72,95.0,0,0,1,1
617968,2026-06,,Uttarakhand,418.89,418.89,0.0,95.0,0,0,1,1
617970,2025-12,,Uttarakhand,282.08,282.08,156.65,100.0,0,0,1,1
617970,2026-01,,Uttarakhand,282.08,282.08,156.65,100.0,0,0,1,1
617970,2026-02,,Uttarakhand,282.08,282.08,156.65,100.0,0,0,1,1
617970,2026-03,,Uttarakhand,282.08,282.08,166.13,100.0,0,0,1,1
617970,2026-04,,Uttarakhand,282.08,282.08,166.13,100.0,0,0,1,1
617974,2026-01,,Uttarakhand,344.73,344.73,0.0,11.0,0,0,1,0
617974,2026-02,,Uttarakhand,344.73,344.73,0.0,17.0,0,0,1,0
617974,2026-03,,Uttarakhand,344.73,344.73,0.0,17.78,0,0,0,0
617974,2026-04,,Uttarakhand,344.73,344.73,0.0,17.78,0,0,0,0
617974,2026-05,,Uttarakhand,344.73,344.73,0.0,23.38,0,0,0,0
617974,2026-06,,Uttarakhand,344.73,344.73,0.0,53.74,0,0,1,1
617975,2025-12,,Uttarakhand,237.79,237.79,50.38,100.0,0,0,1,1
617975,2026-01,,Uttarakhand,237.79,237.79,50.38,100.0,0,0,1,1
617975,2026-02,,Uttarakhand,237.79,237.79,50.38,100.0,0,0,1,1
617975,2026-03,,Uttarakhand,237.79,237.79,79.56,100.0,0,0,1,1
617975,2026-04,,Uttarakhand,237.79,237.79,79.56,100.0,0,0,1,1
618039,2026-01,,Uttarakhand,346.82,346.82,0.0,14.0,0,0,0,0
618039,2026-02,,Uttarakhand,346.82,346.82,0.0,21.0,0,0,0,1
618039,2026-03,,Uttarakhand,346.82,346.82,0.0,21.64,0,0,0,0
618039,2026-04,,Uttarakhand,346.82,346.82,0.0,29.64,0,0,1,1
618039,2026-05,,Uttarakhand,346.82,346.82,0.0,30.29,0,0,1,1
618039,2026-06,,Uttarakhand,346.82,346.82,0.0,31.75,0,0,1,1
618040,2026-02,,Uttarakhand,452.81,452.81,0.0,42.0,0,0,1,1
618040,2026-03,,Uttarakhand,452.81,452.81,0.0,42.0,0,0,1,1
618040,2026-04,,Uttarakhand,452.81,452.81,0.0,42.0,0,0,1,1
618040,2026-05,,Uttarakhand,452.81,452.81,0.0,42.0,0,0,1,1
618040,2026-06,,Uttarakhand,452.81,452.81,0.0,42.0,0,0,1,1
618041,2026-01,,Uttarakhand,299.31,299.31,0.0,0.0,0,0,1,1
618041,2026-02,,Uttarakhand,299.31,299.31,0.0,0.0,0,0,1,1
618041,2026-03,,Uttarakhand,299.31,299.31,0.0,2.0,0,0,1,1
618041,2026-04,,Uttarakhand,299.31,299.31,0.0,2.0,0,0,1,1
618041,2026-05,,Uttarakhand,299.31,299.31,0.0,2.0,0,0,1,1
618041,2026-06,,Uttarakhand,299.31,299.31,0.0,2.0,0,0,1,1
618119,2026-02,,Uttarakhand,472.23,472.23,0.0,52.0,0,0,0,0
618119,2026-03,,Uttarakhand,472.23,472.23,0.0,52.0,0,0,0,0
618119,2026-04,,Uttarakhand,472.23,472.23,0.0,60.0,0,0,1,1
618119,2026-05,,Uttarakhand,472.23,472.23,0.0,60.0,0,0,0,0
618119,2026-06,,Uttarakhand,472.23,472.23,0.0,65.0,0,0,1,1
618207,2026-02,,Uttarakhand,573.96,573.96,0.0,20.0,0,0,1,1
618207,2026-03,,Uttarakhand,573.96,573.96,0.0,20.78,0,0,1,1
618207,2026-04,,Uttarakhand,573.96,573.96,0.0,20.78,0,0,1,1
618207,2026-05,,Uttarakhand,573.96,573.96,0.0,20.78,0,0,1,1
618207,2026-06,,Uttarakhand,573.96,573.96,0.0,21.03,0,0,1,1
618208,2026-02,,Uttarakhand,180.1,180.1,0.0,95.0,0,0,1,1
618208,2026-03,,Uttarakhand,180.1,180.1,0.0,95.0,0,0,1,1
618208,2026-04,,Uttarakhand,180.1,180.1,0.0,95.0,0,0,1,1
618209,2026-02,,Uttarakhand,258.85,258.85,0.0,33.0,0,0,1,1
618209,2026-03,,Uttarakhand,258.85,258.85,0.0,35.6,0,0,1,1
618209,2026-04,,Uttarakhand,258.85,258.85,0.0,35.6,0,0,1,1
618209,2026-05,,Uttarakhand,258.85,258.85,0.0,35.6,0,0,1,1
618209,2026-06,,Uttarakhand,258.85,258.85,0.0,37.23,0,0,1,1
618210,2026-02,,Uttarakhand,603.92,603.92,0.0,75.0,0,0,1,1
618210,2026-03,,Uttarakhand,603.92,603.92,0.0,81.17,0,0,1,1
618210,2026-04,,Uttarakhand,603.92,603.92,0.0,81.17,0,0,1,1
618210,2026-05,,Uttarakhand,603.92,603.92,0.0,81.17,0,0,1,1
618210,2026-06,,Uttarakhand,603.92,603.92,0.0,81.17,0,0,1,1
618211,2026-02,,Uttarakhand,649.6,649.6,0.0,24.0,0,0,1,0
618211,2026-03,,Uttarakhand,649.6,649.6,0.0,29.72,0,0,1,1
618211,2026-04,,Uttarakhand,649.6,649.6,0.0,29.72,0,0,1,1
618211,2026-05,,Uttarakhand,649.6,649.6,0.0,29.72,0,0,0,0
618211,2026-06,,Uttarakhand,649.6,649.6,0.0,30.76,0,0,0,0
618212,2026-01,,Uttarakhand,197.26,197.26,0.0,0.0,0,0,0,0
618212,2026-02,,Uttarakhand,197.26,197.26,0.0,0.0,0,0,0,0
618212,2026-03,,Uttarakhand,197.26,197.26,0.0,15.06,0,0,1,1
618212,2026-04,,Uttarakhand,197.26,197.26,0.0,15.06,0,0,1,1
618212,2026-05,,Uttarakhand,197.26,197.26,0.0,22.0,0,0,1,1
618212,2026-06,,Uttarakhand,197.26,197.26,0.0,22.0,0,0,1,1
618213,2026-02,,Uttarakhand,273.76,273.76,0.0,96.0,0,0,1,1
618213,2026-03,,Uttarakhand,273.76,273.76,0.0,96.46,0,0,1,1
618213,2026-04,,Uttarakhand,273.76,273.76,0.0,96.46,0,0,1,1
618213,2026-05,,Uttarakhand,273.76,273.76,0.0,96.46,0,0,1,1
618213,2026-06,,Uttarakhand,273.76,273.76,0.0,96.46,0,0,1,1
618214,2026-02,,Uttarakhand,346.5,346.5,0.0,100.0,0,0,1,1
618214,2026-03,,Uttarakhand,346.5,346.5,0.0,100.0,0,0,1,1
618214,2026-04,,Uttarakhand,346.5,346.5,0.0,100.0,0,0,1,1
618214,2026-05,,Uttarakhand,346.5,346.5,0.0,100.0,0,0,1,1
618214,2026-06,,Uttarakhand,346.5,346.5,0.0,100.0,0,0,1,1
618218,2026-02,,Uttarakhand,338.38,338.38,0.0,76.0,0,0,1,1
618218,2026-03,,Uttarakhand,338.38,338.38,0.0,78.2,0,0,1,1
618218,2026-04,,Uttarakhand,338.38,338.38,0.0,78.2,0,0,1,1
618218,2026-05,,Uttarakhand,338.38,338.38,0.0,78.2,0,0,1,1
618218,2026-06,,Uttarakhand,338.38,338.38,0.0,80.0,0,0,1,1
618219,2026-02,,Uttarakhand,292.76,292.76,0.0,65.0,0,0,1,1
618219,2026-03,,Uttarakhand,292.76,292.76,0.0,72.5,0,0,1,1
618219,2026-04,,Uttarakhand,292.76,292.76,0.0,72.5,0,0,1,1
618219,2026-05,,Uttarakhand,292.76,292.76,0.0,72.5,0,0,1,1
618219,2026-06,,Uttarakhand,292.76,292.76,0.0,76.67,0,0,1,1
618390,2025-12,,Uttarakhand,1383.78,1383.78,0.0,68.0,0,0,1,1
618390,2026-01,,Uttarakhand,1383.78,1383.78,658.7,69.0,0,0,1,1
618390,2026-02,,Uttarakhand,1383.78,1383.78,675.78,70.0,0,0,1,1
618390,2026-03,,Uttarakhand,1383.78,1383.78,688.93,70.5,0,0,1,1
618390,2026-04,,Uttarakhand,1383.78,1383.78,688.93,70.64,0,0,1,1
618390,2026-05,,Uttarakhand,1383.78,1383.78,710.42,72.85,0,0,1,1
618390,2026-06,,Uttarakhand,1383.78,1383.78,830.46,73.5,0,0,1,1
618391,2025-12,,Uttarakhand,250.33,250.33,0.0,64.0,0,0,0,0
618391,2026-01,,Uttarakhand,250.33,250.33,0.0,66.0,0,0,0,0
